0.160000 9.265731 18.679649 19.763165 18.786029 8.703491 10.328477 21.573691 6.030748 12.772316 5.970503 16.000989 20.201042 9.214513 19.298878 24.062336 14.029331 13.224589 7.093805 14.939156 13.686653
0.170000 9.289681 18.657966 19.821624 18.796579 8.664986 10.413028 21.644293 5.975417 12.835100 5.948792 15.970205 20.265864 9.344184 19.338407 24.102653 14.096063 13.265305 7.068719 14.922954 13.670804
0.180000 9.316694 18.645802 19.881525 18.806932 8.643749 10.500950 21.721568 5.930418 12.881410 5.936760 15.941376 20.337214 9.469013 19.373043 24.126193 14.174637 13.313625 7.049685 14.926167 13.664733
0.190000 9.347086 18.644021 19.940382 18.819619 8.641285 10.591944 21.806169 5.896472 12.913293 5.933355 15.918359 20.412629 9.586991 19.401684 24.131829 14.261387 13.367978 7.040029 14.944780 13.665876
0.200000 9.381228 18.652358 19.996127 18.835994 8.657424 10.686544 21.897911 5.873850 12.933967 5.936972 15.904110 20.489731 9.697149 19.424321 24.119835 14.352153 13.427025 7.041961 14.974437 13.670695
0.210000 9.419816 18.669456 20.047233 18.855914 8.690043 10.785428 21.995456 5.862657 12.947727 5.946041 15.900216 20.566393 9.799310 19.442177 24.092041 14.443191 13.490380 7.056112 15.011342 13.674997
0.220000 9.463977 18.693461 20.092880 18.877951 8.735476 10.888786 22.096303 5.862873 12.959353 5.959489 15.907085 20.640805 9.893731 19.457480 24.051715 14.531823 13.558693 7.081654 15.052858 13.674822
0.230000 9.515145 18.722839 20.133078 18.900061 8.789517 10.996050 22.197009 5.874252 12.973222 5.976918 15.924419 20.711511 9.980906 19.472937 24.002963 14.616691 13.633168 7.116903 15.097570 13.667651
0.240000 9.574824 18.756995 20.168711 18.920489 8.848525 11.105993 22.293589 5.896205 12.992543 5.998544 15.951622 20.777496 10.061654 19.491058 23.949746 14.697864 13.715006 7.160154 15.144873 13.653345
0.250000 9.644362 18.796391 20.201460 18.938564 8.910151 11.217053 22.382121 5.927882 13.019043 6.025143 15.987994 20.838308 10.137337 19.513597 23.894959 14.776947 13.805145 7.210474 15.194512 13.634380
0.260000 9.724772 18.842270 20.233650 18.955129 8.973606 11.327725 22.459556 5.968623 13.053119 6.058179 16.032854 20.894155 10.209918 19.541386 23.840034 14.856998 13.904249 7.268223 15.246365 13.615290
0.270000 9.816548 18.896249 20.267990 18.972482 9.039772 11.436895 22.524572 6.018664 13.094229 6.100065 16.085726 20.945941 10.281766 19.574654 23.785286 14.941918 14.012709 7.335188 15.300533 13.601597
0.280000 9.919512 18.960032 20.307171 18.993835 9.111364 11.544058 22.578183 6.079760 13.141304 6.154327 16.146515 20.995195 10.355365 19.613572 23.730675 15.035294 14.130550 7.414318 15.357569 13.598577
0.290000 10.032826 19.035231 20.353332 19.022401 9.192939 11.649344 22.623731 6.155346 13.193170 6.225405 16.215570 21.043893 10.433121 19.658631 23.676440 15.139145 14.257403 7.509154 15.418621 13.610238
0.300000 10.155207 19.123228 20.407506 19.060360 9.290331 11.753346 22.666091 6.250111 13.248940 6.318005 16.293573 21.094228 10.517212 19.710653 23.623176 15.253193 14.392717 7.623076 15.485311 13.638788
0.310000 10.285291 19.225003 20.469295 19.108080 9.409334 11.856827 22.710162 6.369185 13.308253 6.436163 16.381303 21.148363 10.609299 19.770477 23.571397 15.375062 14.536116 7.758575 15.559326 13.684725
0.320000 10.421991 19.340917 20.536923 19.163955 9.554036 11.960467 22.759148 6.517167 13.371194 6.582371 16.479403 21.208130 10.710126 19.838439 23.521019 15.501258 14.687564 7.916792 15.641906 13.747352
0.330000 10.564762 19.470483 20.607641 19.224995 9.725531 12.064768 22.813368 6.697178 13.437908 6.757080 16.588259 21.274616 10.819305 19.913800 23.471172 15.628421 14.847044 8.097479 15.733441 13.825191
0.340000 10.713740 19.612161 20.678356 19.287882 9.921557 12.170127 22.870200 6.910057 13.508161 6.958724 16.708058 21.347807 10.935589 19.994415 23.420501 15.754282 15.013934 8.299351 15.833327 13.915923
0.350000 10.869690 19.763325 20.746321 19.350043 10.137131 12.276963 22.925213 7.153949 13.581099 7.184188 16.838910 21.426590 11.057560 20.077045 23.367690 15.877964 15.186586 8.520593 15.940134 14.016020
0.360000 11.033763 19.920536 20.809850 19.410297 10.365787 12.385772 22.973933 7.424568 13.655285 7.429532 16.980793 21.509290 11.184262 20.158473 23.311839 15.999708 15.362537 8.759206 16.052016 14.120742
0.370000 11.207071 20.080231 20.868888 19.468921 10.600976 12.497071 23.013451 7.716194 13.728942 7.690747 17.133164 21.594486 11.315334 20.236887 23.252389 16.120397 15.539214 9.013045 16.167194 14.224944
0.380000 11.390204 20.239661 20.925206 19.527183 10.837294 12.611300 23.043278 8.023040 13.800265 7.964346 17.294308 21.681535 11.450613 20.312589 23.188675 16.241314 15.714698 9.279611 16.284262 14.324389
0.390000 11.582905 20.397731 20.981957 19.586632 11.071375 12.728775 23.065297 8.340379 13.867790 8.247654 17.460847 21.770407 11.589650 20.387339 23.119449 16.364160 15.888111 9.555918 16.402219 14.416729
0.400000 11.784075 20.555300 21.042636 19.648473 11.302247 12.849764 23.082972 8.664964 13.930796 8.538818 17.627918 21.860978 11.731617 20.462696 23.042768 16.491079 16.059556 9.838717 16.520411 14.501519
0.410000 11.992193 20.714686 21.109860 19.713254 11.531063 12.974615 23.100145 8.994792 13.989639 8.836631 17.790303 21.952449 11.875709 20.538666 22.956390 16.624362 16.229815 10.125133 16.638619 14.579405
0.420000 12.205986 20.878522 21.184597 19.780947 11.760293 13.103879 23.119884 9.328671 14.045780 9.140317 17.944166 22.043483 12.021728 20.613775 22.858426 16.765874 16.400105 10.413425 16.757312 14.651200
0.430000 12.425030 21.048516 21.266309 19.851239 11.992730 13.238337 23.143804 9.666058 14.101341 9.449436 18.088567 22.132996 12.170411 20.686448 22.747830 16.916547 16.572049 10.703534 16.877720 14.717513
0.440000 12.649995 21.224771 21.353894 19.923816 12.230651 13.378907 23.172128 10.007234 14.158278 9.763887 18.225961 22.220932 12.323217 20.756439 22.624487 17.076314 16.747748 10.997142 17.001405 14.778977
0.450000 12.882500 21.405950 21.446739 19.998466 12.475289 13.526402 23.204385 10.353481 14.217538 10.083963 18.361477 22.308304 12.481606 20.825125 22.489009 17.244447 16.929695 11.297267 17.129409 14.836653
0.460000 13.124752 21.590055 21.545159 20.074962 12.726598 13.681177 23.240259 10.706902 14.278605 10.410351 18.501408 22.396389 12.646150 20.894570 22.342550 17.419939 17.120390 11.607462 17.261528 14.892132
0.470000 13.379220 21.775287 21.649961 20.152781 12.983280 13.842798 23.279986 11.069800 14.339576 10.744008 18.651565 22.485640 12.815972 20.966179 22.186741 17.601598 17.321730 11.930775 17.396236 14.947236
0.480000 13.648319 21.960559 21.761532 20.230785 13.243028 14.009909 23.323888 11.443810 14.397624 11.085892 18.815928 22.575073 12.988926 21.039760 22.023478 17.787823 17.534420 12.268656 17.531270 15.003426
0.490000 13.933938 22.145587 21.879062 20.306950 13.502821 14.180442 23.371303 11.829090 14.449540 11.436499 18.995694 22.662513 13.162519 21.113212 21.854236 17.976411 17.757619 12.620132 17.664342 15.061108
0.500000 14.236686 22.330709 22.000299 20.378182 13.759118 14.352083 23.419547 12.223841 14.492124 11.795265 19.188750 22.745446 13.335079 21.182647 21.678971 18.164734 17.988892 12.981616 17.793363 15.119023
